rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
63,Excelente,100,Cision,Staff DevOps Engineer,<https://himalayas.app/companies/cision/jobs/staff-devops-engineer>,himalayas,"Remote / Brazil, Mexico",Brazil-friendly remote,brazil_friendly,Staff,aws; terraform; typescript; express; postgres; redis; docker; gcp; kubernetes; distributed systems; cloud; platform; api; go,2026-05-18T00:03:46.000Z,devops
64,Excelente,98,"Stretto, Inc.",Software Engineer,<https://himalayas.app/companies/stretto-inc/jobs/software-engineer>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,aws; javascript; typescript; reactjs; node; html-css; scrum; architecture; cloud; backend; frontend; api; python; java,2026-05-17T07:33:46.000Z,pleno
65,Excelente,97,"ImmunityBio, Inc.","Senior Software Engineer, AI",<https://himalayas.app/companies/immunitybio-inc/jobs/senior-software-engineer-ai>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,typescript; express; docker; architecture; platform; backend; api; go; python,2026-05-07T12:28:04.000Z,senior
66,Excelente,100,CI&T,"[Job-29342] Desenvolvedor Frontend Sênior (Angular/NextJs), Brasil",<https://himalayas.app/companies/ci-t/jobs/job-29342-desenvolvedor-frontend-senior-angular-nextjs-brasil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; microservices; architecture; cloud; platform; backend; frontend; api,2026-05-20T03:29:10.000Z,senior
67,Excelente,97,Cockroach Labs,Senior  Partner Solutions Architect - Distributed US,<https://www.cockroachlabs.com/careers/job/?gh_jid=7078896>,greenhouse,"Remote, United States",worldwide-compatible remote,international,Architect,aws; terraform; javascript; typescript; reactjs; postgres; gcp; azure; distributed systems; architecture; cloud; platform; go,2025-08-20T15:28:50.000Z,arq
68,Excelente,100,Surefire Cyber,Senior Software Engineer (AI Software & Operations),<https://himalayas.app/companies/surefire-cyber/jobs/senior-software-engineer-ai-software-operations>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,aws; terraform; typescript; reactjs; express; kubernetes; architecture; platform; backend; frontend; api; go; python,2026-05-20T19:43:57.000Z,senior
69,Excelente,96,OpenSesame,"Software Engineer, LATAM & Canada",<https://himalayas.app/companies/opensesame/jobs/software-engineer-latam-canada>,himalayas,"Remote / Anguilla, Antigua and Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Bonaire, Sint Eustatius and Saba, Brazil, Canada, Cayman Islands, Chile, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, El Salvador, Falkland Islands (Malvinas), Grenada, Guatemala, Guyana, Haiti, Honduras, Jamaica, Mexico, Montserrat, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, South Georgia and the South Sandwich Islands, Suriname, Trinidad and Tobago, Turks and Caicos Islands, Uruguay, Venezuela, Virgin Islands, British, Virgin Islands, U.S.",Brazil-friendly remote,brazil_friendly,Pleno,terraform; javascript; typescript; reactjs; node; scrum; architecture; platform; backend; frontend; go,2026-05-16T07:06:32.000Z,pleno
70,Excelente,100,PVcase,Senior Software Engineer (.NET),<https://himalayas.app/companies/pvcase/jobs/senior-software-engineer-net>,himalayas,"Remote / Algeria, Argentina, Australia, Austria, Bangladesh, Belgium, Bolivia, Brazil, Bulgaria, Canada, Chile, Colombia, Costa Rica, Croatia, Cuba, Czechia, Denmark, Dominican Republic, Egypt, El Salvador, Finland, France, Germany, Ghana, Greece, Guatemala, Haiti, Honduras, Hungary, India, Indonesia, Ireland, Israel, Italy, Jamaica, Kenya, Malaysia, Morocco, Netherlands, New Zealand, Nicaragua, Nigeria, Norway, Pakistan, Panama, Paraguay, Peru, Philippines, Poland, Portugal, Romania, Russian Federation, Saudi Arabia, Serbia, Singapore, Slovakia, South Africa, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Tunisia, Turkey, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Venezuela, Vietnam",Brazil-friendly remote,brazil_friendly,Senior,aws; typescript; reactjs; scrum; azure; kubernetes; architecture; cloud; platform; backend; frontend; go,2026-05-16T23:30:11.000Z,senior
71,Excelente,100,Alpaca,Senior Software Engineer - Platform,<https://himalayas.app/companies/alpaca/jobs/senior-software-engineer-platform>,himalayas,"Remote / Brazil, Canada, Hungary, Japan, Nigeria, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Senior,terraform; typescript; postgres; gcp; kubernetes; cloud; platform; backend; api; go,2026-05-19T20:31:01.000Z,senior
72,Excelente,96,Mutual Of Omaha,"Software Engineer (APIs, AWS)",<https://himalayas.app/companies/mutual-of-omaha/jobs/software-engineer-apis-aws>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Pleno,aws; javascript; typescript; scrum; architecture; cloud; platform; api; java,2026-05-17T20:31:17.000Z,pleno
73,Excelente,100,WeFit,Desenvolvedor(a) Node.js Sênior Temporário,<https://www.programathor.com.br/jobs/33486-desenvolvedor-a-node-js-senior-temporario>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,javascript; node,,senior
74,Excelente,100,CI&T,[Job - 29247] Senior Fullstack Developer (Node.js/React) - Vaga afirmativa para,<https://himalayas.app/companies/ci-t/jobs/job-29247-senior-fullstack-developer-node-js-react-vaga-afirmativa-para>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; nestjs; reactjs; node; microservices; architecture; cloud; go,2026-05-07T12:52:04.000Z,senior
75,Excelente,100,CI&T,[Job - 29293] Desenvolvedor Fullstack Pleno/Sênior (Java e Angular),<https://himalayas.app/companies/ci-t/jobs/job-29293-desenvolvedor-fullstack-pleno-senior-java-e-angular>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; docker; microservices; micro-frontends; scrum; azure; architecture; cloud; platform; backend; frontend; api; java; sonarqube,2026-05-09T10:51:24.000Z,senior
76,Excelente,100,Sensedia,Fullstack Developer (React + Angular) | Sênior,<https://himalayas.app/companies/sensedia/jobs/fullstack-developer-react-angular-senior>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; microservices; micro-frontends; html-css; scrum; gcp; azure; architecture; cloud; backend; frontend; api; go; java; cypress; jest,2026-05-17T16:36:44.000Z,senior
77,Excelente,100,Daniel J Edelman Holdings,Full Stack Developer,<https://himalayas.app/companies/daniel-j-edelman-holdings/jobs/full-stack-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,aws; typescript; reactjs; docker; html-css; scrum; architecture; cloud; backend; frontend; api; go; python,2026-05-14T15:54:45.000Z,pleno
78,Excelente,100,Riverside,Senior Full Stack Engineer,<https://himalayas.app/companies/riverside/jobs/senior-full-stack-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; nestjs; reactjs; node; distributed systems; architecture; platform; backend; frontend; api; go; java,2026-05-15T19:44:27.000Z,senior
79,Excelente,100,Wikimedia Foundation,"Senior Site Reliability Engineer, Infrastructure Foundations",<https://himalayas.app/companies/wikimedia-foundation/jobs/senior-site-reliability-engineer-infrastructure-foundations>,himalayas,"Remote / Brazil, Canada, Colombia, France, Germany, Ghana, India, Indonesia, Italy, Kenya, Mexico, Morocco, Netherlands, Poland, Singapore, South Africa, Spain, Switzerland, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Senior,typescript; express; redis; kubernetes; cloud; platform; go; python,2026-05-16T11:58:33.000Z,devops
80,Excelente,100,Fortis Games,Staff Software Engineer (Platform),<https://himalayas.app/companies/fortis-games/jobs/staff-software-engineer-platform-9619152926>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Staff,typescript; express; architecture; platform; backend,2026-05-20T06:17:54.000Z,staff
81,Excelente,98,CI&T,[Job - 29324] Desenvolvedor Fullstack Pleno (Java e Angular) - Vaga Afirmativas,<https://himalayas.app/companies/ci-t/jobs/job-29324-desenvolvedor-fullstack-pleno-java-e-angular-vaga-afirmativas>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; scrum; platform; frontend; api; java,2026-05-13T13:09:00.000Z,pleno
82,Excelente,100,Fortis Games,Sr. Software Engineer (Automation tools),<https://himalayas.app/companies/fortis-games/jobs/sr-software-engineer-automation-tools-197414960>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; express; cloud; platform; python,2026-05-21T03:44:27.000Z,senior
83,Excelente,100,Dev.Pro,Senior DevOps Engineer - OPS00062,<https://himalayas.app/companies/dev-pro/jobs/senior-devops-engineer-ops00062>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; docker; kubernetes; architecture; cloud; platform; go; python,2026-05-19T20:30:55.000Z,devops
84,Excelente,100,CI&T,"[Job - 29206] Senior Back-End Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29206-senior-back-end-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; docker; microservices; scrum; azure; kubernetes; architecture; cloud; platform; backend; frontend; api; java,2026-05-17T15:07:12.000Z,senior
85,Excelente,100,Sigma Software,Middle Frontend Developer,<https://himalayas.app/companies/sigma-software-e561c036-16e4-4b2c-aa28-a33af9f3750b/jobs/middle-frontend-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; html-css; graphql; architecture; backend; frontend; api; go; java; playwright,2026-05-18T20:31:21.000Z,pleno
86,Excelente,100,Truelogic,Senior Full-stack Engineer (React/Node/TypeScript) - Technology,<https://himalayas.app/companies/truelogic-io/jobs/senior-full-stack-engineer-react-node-typescript-technology-6889531438>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; cloud; go; python; java,2026-05-12T12:52:44.000Z,senior
87,Excelente,98,Swile,"Senior Software Engineer, Android",<https://himalayas.app/companies/swile/jobs/senior-software-engineer-android>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; architecture; platform; backend; go; java,2026-05-20T05:29:42.000Z,senior
88,Excelente,100,CI&T,[Job-29117] Senior React Native Developer,<https://himalayas.app/companies/ci-t/jobs/job-29117-senior-react-native-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; react-native; architecture; platform,2026-05-07T13:34:54.000Z,senior
89,Excelente,100,CI&T,"[Job - 29172] Mid Level/ Senior Backend Developer Java , Brasil (Exclusiva p/ M",<https://himalayas.app/companies/ci-t/jobs/job-29172-mid-level-senior-backend-developer-java-brasil-exclusiva-p-m>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; node; docker; microservices; scrum; kubernetes; architecture; cloud; platform; backend; api; go; python; java,2026-05-13T06:26:34.000Z,senior
90,Excelente,100,Prhospect soluções em R&S,Desenvolvedor(a) Front-End Pleno | React,<https://programathor.com.br/jobs/33493-desenvolvedor-a-front-end-pleno-react>,programathor,Remoto,Brazil-based or Remote Brazil,brazil,Pleno,javascript; typescript; reactjs; frontend; api; java,,pleno
91,Excelente,100,M3 USA,Senior Full Stack Developer,<https://himalayas.app/companies/m3-com/jobs/senior-full-stack-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; postgres; docker; scrum; azure; kubernetes; platform; frontend; api; go; java,2026-05-19T13:00:41.000Z,senior
92,Excelente,100,CI&T,"[Job- 29227] Senior Salesforce & Fullstack Engineer (Cloud Communications), Braz",<https://himalayas.app/companies/ci-t/jobs/job-29227-senior-salesforce-fullstack-engineer-cloud-communications-braz>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; javascript; typescript; reactjs; node; scrum; architecture; cloud; platform; backend; api; go; python; java,2026-05-11T12:14:57.000Z,senior
93,Excelente,99,Counterpart Group GmbH,Full Stack Engineer,<https://himalayas.app/companies/counterpart-group-gmbh/jobs/full-stack-engineer>,himalayas,"Remote / Argentina, Brazil, Chile, Colombia, Dominican Republic, Mexico, Peru",Brazil-friendly remote,brazil_friendly,Pleno,aws; typescript; reactjs; postgres; microservices; architecture; platform; backend; frontend; api; go; python,2026-05-19T10:32:52.000Z,pleno
94,Excelente,96,CI&T,"[Job 29242] Senior Developer iOS - Swift, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29242-senior-developer-ios-swift-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; architecture; platform,2026-05-08T20:28:25.000Z,senior
95,Excelente,100,CI&T,[Job - 29036] SR Fullstack Web Developer,<https://himalayas.app/companies/ci-t/jobs/job-29036-sr-fullstack-web-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; architecture; platform; backend; frontend; api; go,2026-05-11T19:22:13.000Z,senior
96,Excelente,100,Capco,Senior Fullstack Developer - Remoto com INGLES,<https://himalayas.app/companies/capco/jobs/senior-fullstack-developer-remoto-com-ingles>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; express; postgres; html-css; scrum; backend; frontend; api; java,2026-05-12T01:08:02.000Z,senior
97,Excelente,98,Twilio,"Software Architect, Reliability Engineering",<https://job-boards.greenhouse.io/twilio/jobs/7658259>,greenhouse,Remote - US,worldwide-compatible remote,international,Architect,aws; terraform; typescript; express; microservices; kubernetes; distributed systems; architecture; cloud; backend; api; go; python; java,2026-02-26T18:48:21.000Z,arq
98,Excelente,100,Truelogic,Senior Full-Stack Engineer (Node + React) - Fintech SaaS | Brazil,<https://himalayas.app/companies/truelogic-io/jobs/senior-full-stack-engineer-node-react-fintech-saas-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; javascript; typescript; reactjs; node; scrum; kubernetes; cloud; backend; frontend,2026-05-12T10:19:17.000Z,senior
99,Excelente,100,Truelogic,Senior Full-Stack Engineer (Node/React) - Real Estate,<https://himalayas.app/companies/truelogic-io/jobs/senior-full-stack-engineer-node-react-real-estate-3339731670>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; postgres; azure; cloud; platform; backend; frontend; api; python,2026-05-20T12:42:46.000Z,senior
100,Excelente,100,BECU,Staff Software Developer - AI Innovation Team,<https://himalayas.app/companies/becu/jobs/staff-software-developer-ai-innovation-team>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Staff,aws; javascript; typescript; node; docker; scrum; gcp; azure; kubernetes; distributed systems; architecture; cloud; platform; backend; api; go; python; java,2026-05-18T18:57:17.000Z,staff
101,Excelente,100,"Zoom Communications, Inc.",Senior Software Engineer,<https://himalayas.app/companies/zoom-communications-inc/jobs/senior-software-engineer-5858830393>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; postgres; microservices; architecture; platform; backend; frontend; api,2026-05-20T22:16:21.000Z,senior
102,Excelente,100,Nuuvem Inc,Lead Developer (Ruby),<https://himalayas.app/companies/nuuvem-inc/jobs/lead-developer-ruby>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Lead,aws; javascript; typescript; node; postgres; redis; docker; html-css; scrum; architecture; api; go; python; java,2026-05-15T06:08:26.000Z,senior
103,Excelente,100,Jitterbit,Senior Software Engineer – Cloud Applications,<https://himalayas.app/companies/jitterbit/jobs/senior-software-engineer-cloud-applications>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; node; docker; microservices; html-css; kubernetes; distributed systems; architecture; cloud; platform; backend; api; go; java,2026-05-19T04:09:44.000Z,senior
